ID,recycling location name,address,city,zip,countyID,phone,full address,lat,lon
934,Farmers Country Market,7672 Greenback Ln,Citrus Heights,95610,06067,(916) 725-4001,"7672 Greenback Ln Citrus Heights, CA 95610",38.6780642,-121.2816360
935,Gaytan Recycling,1001 Sacramento Ave,West Sacramento,95605,06113,(916) 239-9672,"1001 Sacramento Ave West Sacramento, CA 95605",38.5894224,-121.5277517
936,Gaytan Recycling,6220 Fruitridge Rd,Sacramento,95820,06067,(916) 239-9672,"6220 Fruitridge Rd Sacramento, CA 95820",38.5247682,-121.4315784
937,Gaytan Recycling,6800 Fruitridge Rd,Sacramento,95820,06067,(916) 239-9672,"6800 Fruitridge Rd Sacramento, CA 95820",38.5248028,-121.4240408
938,Gaytan Recycling,8038 Greenback Ln,Citrus Heights,95610,06067,(916) 239-9672,"8038 Greenback Ln Citrus Heights, CA 95610",38.6777756,-121.2641038
939,Go Green Recycling,1803 S Stockton St,Lodi,95240,06077,(209) 462-8473,"1803 S Stockton St Lodi, CA 95240",38.1112988,-121.2702521
940,Green Zone Recycling,225 Industrial Way Ste C,Woodland,95776,06113,(530) 661-6800,"225 Industrial Way Ste C Woodland, CA 95776",38.6799665,-121.7522235
941,IB Recycling,2267 Northgate Blvd,Sacramento,95833,06067,(916) 929-7460,"2267 Northgate Blvd Sacramento, CA 95833",38.6083549,-121.4760793
942,Ivan's Recycling,7825 Lichen Dr,Citrus Heights,95621,06067,(916) 790-4960,"7825 Lichen Dr Citrus Heights, CA 95621",38.7086512,-121.3143749
943,J and M Recycling Inc,2205 Rice Ave,West Sacramento,95691,06113,(916) 372-4223,"2205 Rice Ave West Sacramento, CA 95691",38.5872945,-121.5381567
944,J L Recycling,731 Poplar Ave,West Sacramento,95691,06113,(916) 646-4846,"731 Poplar Ave West Sacramento, CA 95691",38.5807707,-121.5336664
945,J L Recycling,7547 Watt Ave,North Highlands,95660,06067,(916) 459-0814,"7547 Watt Ave North Highlands, CA 95660",38.7036962,-121.3835097
946,J L Recycling,7119 Elk Grove Blvd,Elk Grove,95758,06067,(916) 459-0814,"7119 Elk Grove Blvd Elk Grove, CA 95758",38.4099377,-121.4196133
947,JL Recycling Co,3270 Northgate Blvd,Sacramento,95833,06067,(707) 529-2517,"3270 Northgate Blvd Sacramento, CA 95833",38.6262411,-121.4746959
948,JV Recycling,3021 Sunrise Blvd,Rancho Cordova,95742,06067,(916) 968-4189,"3021 Sunrise Blvd Rancho Cordova, CA 95742",38.5937230,-121.2649481
949,LG Recycling,5200 Franklin Blvd,Sacramento,95820,06067,(916) 277-5554,"5200 Franklin Blvd Sacramento, CA 95820",38.5279358,-121.4728333
950,M & R Recycling LLC,659 Highway 12,Rio Vista,94571,06095,(209) 385-3299,"659 Highway 12 Rio Vista, CA 94571",38.1604321,-121.6961391
951,M & R Recycling LLC,12811 E Brandt Rd,Lockeford,95237,06077,(209) 365-3299,"12811 E Brandt Rd Lockeford, CA 95237",38.1475773,-121.1590424
952,M & R Recycling LLC,741 S Cherokee Ln,Lodi,95240,06077,(209) 365-3299,"741 S Cherokee Ln Lodi, CA 95240",38.1256172,-121.2608845
953,M Lopez Recycling Inc,2835 Norwood Ave,Sacramento,95815,06067,(530) 450-5109,"2835 Norwood Ave Sacramento, CA 95815",38.6194483,-121.4577565
954,M Lopez Recycling Inc,400 El Camino Ave,Sacramento,95815,06067,(916) 275-8290,"400 El Camino Ave Sacramento, CA 95815",38.6105407,-121.4577953
955,Ocean's Recycling,4551 Mack Rd,Sacramento,95823-4532,06067,(916) 508-0631,"4551 Mack Rd Sacramento, CA 95823-4532",38.4755078,-121.4494567
956,Ocean's Recycling LLC,5301 Fruitridge Rd,Sacramento,95820-5425,06067,(916) 508-0631,"5301 Fruitridge Rd Sacramento, CA 95820-5425",38.5252910,-121.4443037
957,Ocean's Recycling LLC,6100 Mack Rd,Sacramento,95823,06067,(916) 508-0631,"6100 Mack Rd Sacramento, CA 95823",38.4733193,-121.4311721
958,Ocean's Recycling LLC,6021 Stockton Blvd,Sacramento,95824,06067,(916) 508-0631,"6021 Stockton Blvd Sacramento, CA 95824",38.5168421,-121.4382077
959,Ocean's Recycling LLC,9160 Elk Grove Florin Rd,Elk Grove,95624,06067,(916) 508-0631,"9160 Elk Grove Florin Rd Elk Grove, CA 95624",38.4241856,-121.3722955
960,Ocean's Recycling LLC,8425 Elk Grove Florin Rd,Elk Grove,95624,06067,(916) 508-0631,"8425 Elk Grove Florin Rd Elk Grove, CA 95624",38.4513834,-121.3700608
961,Ocean's Recycling LLC,7421 W Stockton Blvd,Sacramento,95823,06067,(916) 508-0631,"7421 W Stockton Blvd Sacramento, CA 95823",38.4566124,-121.4154386
962,P & R Recycling,324 N Cherokee Ln,Lodi,95240,06077,(209) 518-7076,"324 N Cherokee Ln Lodi, CA 95240",38.1394987,-121.2606245
963,Pacific Recycling,8700 Greenback Ln,Orangevale,95662,06067,(916) 583-3301,"8700 Greenback Ln Orangevale, CA 95662",38.6781006,-121.2344825
964,Pacific Recycling,814 A St,Galt,95632,06067,(916) 583-3301,"814 A St Galt, CA 95632",38.2544110,-121.3001561
965,Radius Recycling,12000 Folsom Blvd,Rancho Cordova,95742,06067,(916) 985-4810,"12000 Folsom Blvd Rancho Cordova, CA 95742",38.6238378,-121.2258335
966,Rai Recycling,7891 Stockton Blvd,Sacramento,95823,06067,(916) 715-5990,"7891 Stockton Blvd Sacramento, CA 95823",38.4714304,-121.4167612
967,Rai Recycling,6234 Auburn Blvd,Citrus Heights,95621-5202,06067,(916) 715-5990,"6234 Auburn Blvd Citrus Heights, CA 95621-5202",38.6801449,-121.3181718
968,Recology Davis,2727 2Nd St,Davis,95618,06113,(530) 756-4646,"2727 2Nd St Davis, CA 95618",38.5492325,-121.7178537
969,Recology Dixon,302 N 1St St,Dixon,95620,06095,(707) 448-2945,"302 N 1St St Dixon, CA 95620",38.4476808,-121.8222314
970,Recycle Planet Inc,6935 Power Inn Rd,Sacramento,95828,06067,(916) 732-9253,"6935 Power Inn Rd Sacramento, CA 95828",38.5007050,-121.4076989
971,River City Waste Recyclers,8940 Elder Creek Rd,Sacramento,95829,06067,(916) 383-5511,"8940 Elder Creek Rd Sacramento, CA 95829",38.5104888,-121.3693432
972,S V Recycling,8110 Junipero St,Sacramento,95828,06067,(916) 387-0177,"8110 Junipero St Sacramento, CA 95828",38.5030800,-121.4081470
973,Santana Recycling,3740 Balsam St,Sacramento,95828,06067,(916) 856-4734,"3740 Balsam St Sacramento, CA 95828",38.6362070,-121.4303990
974,Santana Recycling,8363 Folsom Blvd,Sacramento,95670,06067,(916) 856-4734,"8363 Folsom Blvd Sacramento, CA 95670",38.5485926,-121.3961930
975,Santana Recycling,7007 S Land Park Dr,Sacramento,95831,06067,(916) 856-4734,"7007 S Land Park Dr Sacramento, CA 95831",38.4974030,-121.5097980
976,Silva Recycling,6401 Rio Linda Blvd,Rio Linda,95673,06067,(916) 701-3915,"6401 Rio Linda Blvd Rio Linda, CA 95673",38.6842380,-121.4572901
977,Solorzano Recycling,18430 Rd 102,Woodland,95776,06113,(916) 218-2646,"18430 Rd 102 Woodland, CA 95776",38.6709833,-121.7292095
978,Sunshine Steel Enterprises Corp,8265 Belvedere Ave,Sacramento,95826,06067,(916) 451-7031,"8265 Belvedere Ave Sacramento, CA 95826",38.5384367,-121.4007926
979,Tokay Valley Recycling Inc,60 S Cluff Ave,Lodi,95240,06077,(209) 339-4990,"60 S Cluff Ave Lodi, CA 95240",38.1326795,-121.2520906
980,TopRecycling LLC,4900 Elk Grove Blvd,Elk Grove,95758,06067,(916) 758-1866,"4900 Elk Grove Blvd Elk Grove, CA 95758",38.4073273,-121.4482961
981,True Value,345 W Main St,Woodland,95695,06113,(916) 218-2646,"345 W Main St Woodland, CA 95695",38.6768023,-121.7997960
982,Universal Service Recycling Inc,8455 24Th Ave,Sacramento,95824,06067,(916) 233-3400,"8455 24Th Ave Sacramento, CA 95824",38.5305503,-121.3931362
983,Valdez Recycling,9833 Kent St Ste 101,Elk Grove,95624,06067,(916) 690-8833,"9833 Kent St Ste 101 Elk Grove, CA 95624",38.3986659,-121.3571714
984,Vargas Recycling,18754 E Hwy 26,Linden,95236,06077,(209) 507-5631,"18754 E Hwy 26 Linden, CA 95236",38.0204208,-121.0852024
985,Yolo Employment Services,660 6Th St,Woodland,95695,06113,(530) 662-8618,"660 6Th St Woodland, CA 95695",38.6727642,-121.7676565
986,A & A Brothers Recycling,22393 Outer Highway 18,Apple Valley,92307,06071,(760) 680-7617,"22393 Outer Highway 18 Apple Valley, CA 92307",34.4999881,-117.1752478
987,A-1 Hesperia Recycling Company Inc,16666 Spruce St,Hesperia,92345,06071,(760) 949-4629,"16666 Spruce St Hesperia, CA 92345",34.4244587,-117.2995123
988,AIM Recycling Hesperia,11099 G Ave,Hesperia,92345,06071,(760) 947-3099,"11099 G Ave Hesperia, CA 92345",34.4529188,-117.2788380
989,All Recycling Center LLC,931 W Main St,Barstow,92311,06071,(760) 256-1204,"931 W Main St Barstow, CA 92311",34.8973419,-117.0385288
990,AM Recycling Inc,8963 Sierra Ave,Fontana,92335,06071,(323) 896-4192,"8963 Sierra Ave Fontana, CA 92335",34.0908462,-117.4344396
991,Apple Valley Recycling,20947 Bear Valley Rd,Apple Valley,92308-6901,06071,(760) 240-3858,"20947 Bear Valley Rd Apple Valley, CA 92308-6901",34.4708948,-117.2068183
992,Barstow Recycling,2160 E Main St,Barstow,92311,06071,(760) 987-1899,"2160 E Main St Barstow, CA 92311",34.8844635,-116.9874170
993,Berber Recycling,728 E Foothill Blvd,Rialto,92376,06071,(213) 352-0002,"728 E Foothill Blvd Rialto, CA 92376",34.1070912,-117.3566432
994,Big Bear Disposal Inc,41970 Garstin Rd,Big Bear Lake,92315,06071,(909) 866-3942,"41970 Garstin Rd Big Bear Lake, CA 92315",34.2460132,-116.8859155
995,City Recycling,836 Preston St,San Bernardino,92410,06071,(909) 888-5700,"836 Preston St San Bernardino, CA 92410",34.1150415,-117.2749471
996,CRV Recycling Solutions,18140 Arrow Blvd,Fontana,92335,06071,(833) 970-1010,"18140 Arrow Blvd Fontana, CA 92335",34.1009398,-117.4085570
997,CRV Recycling Solutions,14168 Hwy 395,Adelanto,92301,06071,(833) 970-1010,"14168 Hwy 395 Adelanto, CA 92301",34.5078443,-117.4015810
998,D Street Recycling Inc,16444 D St,Victorville,92394,06071,(760) 243-0624,"16444 D St Victorville, CA 92394",34.5434234,-117.2996648
999,Echo Recycling,32946 State Hwy 18,Lucerne Valley,92356,06071,(760) 220-4232,"32946 State Hwy 18 Lucerne Valley, CA 92356",34.4406478,-116.9447612
1000,Everyday Recycling,14738 La Paz Dr,Victorville,92395,06071,(626) 290-0895,"14738 La Paz Dr Victorville, CA 92395",34.5194204,-117.3145433
1001,Everyday Recycling,16266 Bear Valley Rd,Victorville,92392,06071,(626) 290-0895,"16266 Bear Valley Rd Victorville, CA 92392",34.4712399,-117.3083617
1002,G & S Recycling,534 E Main St,Barstow,92311,06071,(760) 577-9925,"534 E Main St Barstow, CA 92311",34.8981895,-117.0213795
1003,Go Green Recycling,22233 Powhatan Rd,Apple Valley,92308,06071,(760) 680-5412,"22233 Powhatan Rd Apple Valley, CA 92308",34.4965964,-117.1786352
1004,Go Green Recycling,20410 Us Highway 18,Apple Valley,92307,06071,(760) 680-5412,"20410 Us Highway 18 Apple Valley, CA 92307",34.5219718,-117.2148343
1005,Go Green Recycling #2,11098 I Avenue Ste B,Hesperia,92304,06071,(760) 867-6281,"11098 I Avenue Ste B Hesperia, CA 92304",34.4526256,-117.2777382
1006,Go Green Recycling #3,15555 Main St,Hesperia,92345-3466,06071,(760) 680-5412,"15555 Main St Hesperia, CA 92345-3466",34.4232443,-117.3246375
1007,Industrial Fabricators & Scrap,12150 Mojave St,Hesperia,92344,06071,(760) 949-5902,"12150 Mojave St Hesperia, CA 92344",34.4414822,-117.3683017
1008,Ironlife Inc,1375 W Rialto Ave,San Bernardino,92410,06071,(909) 888-2400,"1375 W Rialto Ave San Bernardino, CA 92410",34.1003445,-117.3163417
1009,J & R Recycling,9642 Hesperia Rd,Hesperia,92345,06071,(760) 880-9314,"9642 Hesperia Rd Hesperia, CA 92345",34.4262596,-117.3014715
1010,Krush Recycling Center,15515 Bear Valley Rd,Hesperia,92345-1761,06071,(760) 524-5646,"15515 Bear Valley Rd Hesperia, CA 92345-1761",34.4701446,-117.3247753
1011,M & C Recycling Center Inc,12353 Mariposa Road,Victorville,92395,06071,(626) 820-2240,"12353 Mariposa Road Victorville, CA 92395",34.4755779,-117.3396868
1012,M & M Recycling,14518 Main St,Hesperia,92345,06071,(760) 867-6281,"14518 Main St Hesperia, CA 92345",34.4272579,-117.3459933
1013,McCoy Recycling Inc,8975 Rochester Ave,Rancho Cucamonga,91730,06071,(909) 980-6272,"8975 Rochester Ave Rancho Cucamonga, CA 91730",34.0907026,-117.5453889
1014,Mega Recycling Inc,8416 Sultana Ave,Fontana,92335,06071,(909) 356-0591,"8416 Sultana Ave Fontana, CA 92335",34.1008777,-117.4695200
1015,Metal Recovery Recycling Center,21852 Bear Valley Rd,Apple Valley,92308,06071,(760) 524-3383,"21852 Bear Valley Rd Apple Valley, CA 92308",34.4724098,-117.1867872
1016,Millenia Asset Management Inc,17384 Mesa St,Hesperia,92345,06071,(909) 240-6183,"17384 Mesa St Hesperia, CA 92345",34.4496979,-117.2842101
1017,Millenia Recycling,19131 Bear Valley Rd,Apple Valley,92308,06071,(909) 240-6183,"19131 Bear Valley Rd Apple Valley, CA 92308",34.4677420,-117.2450326
1018,Mt Communities Recycle Center,24089 Lake Gregory Dr,Crestline,92325,06071,(909) 338-7251,"24089 Lake Gregory Dr Crestline, CA 92325",34.2432458,-117.2775855
1019,Muscoy Recycle Center,1996 W Highland Ave,San Bernardino,92407,06071,(909) 815-7416,"1996 W Highland Ave San Bernardino, CA 92407",34.1365087,-117.3349079
1020,Next Cycle Recycling Inc,8675 Baseline Rd,Rancho Cucamonga,91730,06071,(909) 919-9194,"8675 Baseline Rd Rancho Cucamonga, CA 91730",34.1202082,-117.6169748
1021,Palmdale Recycling,13997 Palmdale Rd,Victorville,92392,06071,(323) 770-5847,"13997 Palmdale Rd Victorville, CA 92392",34.5064304,-117.3578718
1022,Phelan Recycling,4686 Phelan Rd,Phelan,92371,06071,(909) 276-0044,"4686 Phelan Rd Phelan, CA 92371",34.4267391,-117.5597481
1023,Pros Recycling,4593 Bullion Ave,Twentynine Palms,92277,06071,(760) 628-6719,"4593 Bullion Ave Twentynine Palms, CA 92277",34.1699780,-116.0626822
1024,R & J Recycle,150662 Del Rey Dr,Big River,92242,06071,(928) 216-0502,"150662 Del Rey Dr Big River, CA 92242",34.1276500,-114.3653010
1025,Recycling #2,11358 Kenyon Wy,Rancho Cucamonga,91701,06071,(818) 726-8141,"11358 Kenyon Wy Rancho Cucamonga, CA 91701",34.1355951,-117.5571974
1026,Reuse Recycling,17390 Main St,Hesperia,92345,06071,(323) 605-6580,"17390 Main St Hesperia, CA 92345",34.4206468,-117.2840527
1027,Robertos Recycling,25496 Base Line St,San Bernardino,92346,06071,(562) 415-3569,"25496 Base Line St San Bernardino, CA 92346",34.1212710,-117.2258420
1028,SA Recycling,15615 Arrow Hwy,Fontana,92335,06071,(909) 823-3431,"15615 Arrow Hwy Fontana, CA 92335",34.1079804,-117.9402822
1029,San Bernardino Recycling,1620 W Baseline St,San Bernardino,92411,06071,(909) 885-6130,"1620 W Baseline St San Bernardino, CA 92411",34.1217222,-117.3235886
1030,Simon Golden Mountains Group Inc,8335 Beech Ave,Fontana,92335,06071,(909) 357-1996,"8335 Beech Ave Fontana, CA 92335",34.1022834,-117.4707398
1031,Sunset Recycling Center,16505 Sierra Lakes Pkwy,Fontana,92336,06071,(818) 661-7387,"16505 Sierra Lakes Pkwy Fontana, CA 92336",34.1370997,-117.4410704
1032,Sunset Recycling Center,1470 E Highland Ave,San Bernardino,92404,06071,(818) 661-7387,"1470 E Highland Ave San Bernardino, CA 92404",34.1362106,-117.2551668
1033,Sunset Recycling Center,151 W Baseline Rd,Rialto,92376,06071,(818) 661-7387,"151 W Baseline Rd Rialto, CA 92376",34.1199357,-117.3713792
1034,Sunset Recycling Center,7369 Milliken Ave,Rancho Cucamonga,91730,06071,(818) 661-7387,"7369 Milliken Ave Rancho Cucamonga, CA 91730",34.1198966,-117.5570139
1035,Sunset Recycling Center,26529 Highland Ave,Highland,92346,06071,(818) 661-7387,"26529 Highland Ave Highland, CA 92346",34.1342302,-117.2257704
1036,Vard Recycling,11424 Chamberlaine Way,Adelanto,92301,06071,(323) 354-6125,"11424 Chamberlaine Way Adelanto, CA 92301",34.5873571,-117.4159018
1037,Vard Recycling,1340 State Highway 2,Wrightwood,92397,06071,(323) 354-6125,"1340 State Highway 2 Wrightwood, CA 92397",34.3610210,-117.6319786
1038,Vard Recycling,4371 Phelan Rd,Phelan,92371,06071,(323) 354-6125,"4371 Phelan Rd Phelan, CA 92371",34.4255866,-117.5665180
1039,Venture Recycling Group,7308 Hopi Trl,Yucca Valley,92284,06071,(310) 325-4049,"7308 Hopi Trl Yucca Valley, CA 92284",34.1203215,-116.4519759
1040,Victor Valley Materials Recovery Facility,17000 Abbey Ln,Victorville,92392,06071,(760) 241-1284,"17000 Abbey Ln Victorville, CA 92392",34.5616919,-117.2958280
1041,Villalobos Recycling,15075 Vista Rd,Helendale,92342,06071,(626) 502-4512,"15075 Vista Rd Helendale, CA 92342",34.7441794,-117.3352525
1042,West Valley MRF,13373 Napa St,Fontana,92335,06071,(909) 899-5501,"13373 Napa St Fontana, CA 92335",34.0889293,-117.5119946
1043,AB Recycling,3055 Fairmont Ave,San Diego,92105,06073,(619) 281-6092,"3055 Fairmont Ave San Diego, CA 92105",32.7379674,-117.1007842
1044,AIM Recycling Oceanside,1030 Airport Rd,Oceanside,92054,06073,(760) 722-1917,"1030 Airport Rd Oceanside, CA 92054",33.2158949,-117.3649551
1045,Allan Co,6733 Consolidated Way,San Diego,92121,06073,(858) 578-9300,"6733 Consolidated Way San Diego, CA 92121",32.8757577,-117.1698111
1046,Allan Co,5165 Convoy St,San Diego,92111,06073,(619) 573-1420,"5165 Convoy St San Diego, CA 92111",32.8402808,-117.1509325
1047,American Recycling,4070 Home Ave,San Diego,92105,06073,(619) 266-8456,"4070 Home Ave San Diego, CA 92105",32.7225864,-117.1088034
1048,American Recycling LLC,210 El Cajon Blvd,El Cajon,92020,06073,(619) 593-0089,"210 El Cajon Blvd El Cajon, CA 92020",32.7940348,-116.9689778
1049,CMS Recycling Inc,1428 Mission Rd,Escondido,92029,06073,(760) 741-6300,"1428 Mission Rd Escondido, CA 92029",33.1348333,-117.1286130
1050,EDCO Buyback Center,224 S Las Posas Rd,San Marcos,92078,06073,(760) 744-2700,"224 S Las Posas Rd San Marcos, CA 92078",33.1408270,-117.1931026
1051,EDCO Recycling,6700 Federal Blvd,Lemon Grove,91945,06073,(619) 287-5696,"6700 Federal Blvd Lemon Grove, CA 91945",32.7374133,-117.0547740
1052,EDCO Station Buyback Center,8184 Commercial St,La Mesa,91942,06073,(619) 466-3355,"8184 Commercial St La Mesa, CA 91942",32.7738495,-117.0214833
1053,Fallbrook Recycling Center,550 W Aviation Rd,Fallbrook,92028,06073,(760) 728-6114,"550 W Aviation Rd Fallbrook, CA 92028",33.3734139,-117.2565852
1054,Friendly Recycling,8721 Troy St,Spring Valley,91977,06073,(619) 303-0515,"8721 Troy St Spring Valley, CA 91977",32.7360193,-117.0116157
1055,Green Go Recycling,130 S Hale Ave,Escondido,92029,06073,(760) 484-1099,"130 S Hale Ave Escondido, CA 92029",33.1154587,-117.1032534
1056,Greenfield Recycling Inc,1235 Greenfield Dr,El Cajon,92021,06073,(619) 441-0399,"1235 Greenfield Dr El Cajon, CA 92021",32.8128896,-116.9386264
1057,Harvest Farm Recycling,28960 Lilac Rd Ste G,Valley Center,92082,06073,(760) 749-9159,"28960 Lilac Rd Ste G Valley Center, CA 92082",33.2365373,-117.0528638
1058,J & S Recycling,3560 Ashford St,San Diego,92111,06073,(619) 415-2691,"3560 Ashford St San Diego, CA 92111",32.8087614,-117.1607576
1059,Jamie Prince Recycling Services,6386 Del Cerro Blvd,San Diego,92120,06073,(619) 309-7292,"6386 Del Cerro Blvd San Diego, CA 92120",32.7838556,-117.0596406
1060,Mikes Recycling Inc,3151 Main St,Chula Vista,91911,06073,(619) 254-5003,"3151 Main St Chula Vista, CA 91911",32.5942466,-117.0655577
1061,Mojica Recycle,2826 Commercial St,San Diego,92113,06073,(619) 906-9129,"2826 Commercial St San Diego, CA 92113",32.7056510,-117.1333230
1062,Pala Transfer Station & Recycling Center,12802 Highway 76,Pala,92059,06073,(760) 742-1781,"12802 Highway 76 Pala, CA 92059",33.3627346,-117.0608191
1063,Palomar Buy-Back/Drop-Off Center,5960 El Camino Real,Carlsbad,92008,06073,(760) 603-0153,"5960 El Camino Real Carlsbad, CA 92008",33.1350622,-117.2675076
1064,Picador Recycling Center,1270 Picador Blvd,San Diego,92154,06073,(619) 454-4324,"1270 Picador Blvd San Diego, CA 92154",32.5744365,-117.0551904
1065,Plaza Alta Recycling,9246 Jamacha Rd,Spring Valley,91977,06073,(619) 741-3424,"9246 Jamacha Rd Spring Valley, CA 91977",32.7150084,-117.0002995
1066,Ponce Recycling,1150 E Vista Way,Vista,92084,06073,(323) 533-4862,"1150 E Vista Way Vista, CA 92084",33.2165335,-117.2289375
1067,Ponce Recycling,2040 E Valley Pkwy,Escondido,92027,06073,(619) 587-9876,"2040 E Valley Pkwy Escondido, CA 92027",33.1387349,-117.0510050
1068,Ponce Recycling,3011 Alta View Dr,San Diego,92139,06073,(619) 587-9876,"3011 Alta View Dr San Diego, CA 92139",32.6767647,-117.0383168
1069,Ponce Recycling,780 Otay Lakes Rd,Chula Vista,91910,06073,(619) 587-9876,"780 Otay Lakes Rd Chula Vista, CA 91910",32.6448251,-117.0017059
1070,Ponce Recycling,1320 E 30Th St,National City,91950,06073,(619) 587-9876,"1320 E 30Th St National City, CA 91950",32.6601819,-117.0869355
1071,Ponce Recycling,312 Euclid Ave,San Diego,92114,06073,(619) 587-9876,"312 Euclid Ave San Diego, CA 92114",32.7081615,-117.0859357
1072,Ponce Recycling,660 Palomar St,Chula Vista,91911,06073,(619) 587-9876,"660 Palomar St Chula Vista, CA 91911",32.6024763,-117.0828099
1073,Ponce Recycling,2652 Jamacha Rd,El Cajon,92019,06073,(619) 587-9876,"2652 Jamacha Rd El Cajon, CA 92019",32.7451768,-116.9329713
1074,Ponce Recycling,11875 Carmel Mountain Rd,San Diego,92128,06073,(619) 587-9876,"11875 Carmel Mountain Rd San Diego, CA 92128",32.9809638,-117.0755934
1075,Ponce Recycling,7420 Broadway St,Lemon Grove,91945,06073,(619) 587-9876,"7420 Broadway St Lemon Grove, CA 91945",32.7440219,-117.0375763
1076,Ponce Recycling,500 Hacienda Dr,Vista,92081,06073,(619) 587-9876,"500 Hacienda Dr Vista, CA 92081",33.1929150,-117.2508936
1077,Ponce Recycling,3455 Del Mar Heights Rd,San Diego,92130,06073,(619) 587-9876,"3455 Del Mar Heights Rd San Diego, CA 92130",32.9533690,-117.2315610
1078,Ponce Recycling,306 Twin Oaks Valley Rd,San Marcos,92078,06073,(619) 587-9876,"306 Twin Oaks Valley Rd San Marcos, CA 92078",33.1306541,-117.1670069
1079,Quality Recycling,149 Nettleton Rd,Vista,92083,06073,(760) 724-3623,"149 Nettleton Rd Vista, CA 92083",33.1883978,-117.2818943
1080,Quality Recycling Inc,13863 Poway Rd,Poway,92064,06073,(858) 668-1780,"13863 Poway Rd Poway, CA 92064",32.9560004,-117.0307078
1081,Quality Recycling Inc,10197 Riverford Rd Ste A,Lakeside,92040,06073,(619) 596-2267,"10197 Riverford Rd Ste A Lakeside, CA 92040",32.8613628,-116.9466216
1082,Quality Recycling Inc,10027 Vine St,Lakeside,92040,06073,(619) 938-9694,"10027 Vine St Lakeside, CA 92040",32.8610121,-116.9208007
1083,Quiroz Recycling,8514 Mast Blvd,Santee,92071,06073,(619) 851-7835,"8514 Mast Blvd Santee, CA 92071",32.8649998,-117.0279426
1084,Ramona Recycling,324 Maple St,Ramona,92065,06073,(760) 789-0516,"324 Maple St Ramona, CA 92065",33.0447285,-116.8758866
1085,Recycling On Earth,1230 Olive St,Ramona,92065,06073,(760) 789-9430,"1230 Olive St Ramona, CA 92065",33.0472640,-116.8785247
1086,RS Recycling Inc/King Recycling,7907 Cajon Rd,El Cajon,92021,06073,(619) 922-7047,"7907 Cajon Rd El Cajon, CA 92021",32.8212205,-116.9332103
1087,San Diego CRV Buyback Center,7702 Paradise Valley Rd,San Diego,92139,06073,(619) 479-2267,"7702 Paradise Valley Rd San Diego, CA 92139",32.6958687,-117.0294666
1088,San Diego CRV Center,857 32Nd St,San Diego,92102,06073,(619) 501-3008,"857 32Nd St San Diego, CA 92102",32.7144627,-117.1250634
1089,SD Recycling Depot,2351 Ulric St,San Diego,92111,06073,(619) 832-3848,"2351 Ulric St San Diego, CA 92111",32.7864461,-117.1692354
1090,SDC Recycling,3974 Spring Dr,Spring Valley,91977,06073,(619) 741-9780,"3974 Spring Dr Spring Valley, CA 91977",32.7511502,-117.0025458
1091,SDR Company Inc,2919 Coronado Ave,San Diego,92154,06073,(619) 422-1366,"2919 Coronado Ave San Diego, CA 92154",32.5763773,-117.0705132
1092,Skyline Recycling Co,538 N Quince St,Escondido,92025,06073,(760) 741-5236,"538 N Quince St Escondido, CA 92025",33.1237402,-117.0910048
1093,South Bay Recycling,2560 Main St Ste B,Chula Vista,91911-4665,06073,(619) 591-9998,"2560 Main St Ste B Chula Vista, CA 91911-4665",32.5962128,-117.0778223
1094,Spring Valley Environmental Services Inc,8743 Troy St,Spring Valley,91977,06073,(619) 246-9674,"8743 Troy St Spring Valley, CA 91977",32.7364350,-117.0112995
1095,Spring Valley Recycling,1069 Elkelton Blvd Ste B,Spring Valley,91977,06073,(619) 461-0619,"1069 Elkelton Blvd Ste B Spring Valley, CA 91977",32.7140325,-117.0169985
1096,Time Recycling Center,412 Cesar E Chavez Blvd,San Diego,92113,06073,(619) 235-8182,"412 Cesar E Chavez Blvd San Diego, CA 92113",32.7050735,-117.1411701
1097,TMetals,2675 Faivre St,Chula Vista,91911,06073,(619) 559-4605,"2675 Faivre St Chula Vista, CA 91911",32.5927539,-117.0763812
1098,Wojo Enterprises Inc dba Allied Recycling,1425 N Magnolia Ave,El Cajon,92020,06073,(619) 850-8625,"1425 N Magnolia Ave El Cajon, CA 92020",32.8165761,-116.9616222
1099,BottleBank,511 Buckingham Way,San Francisco,94132,06075,(833) 732-6885,"511 Buckingham Way San Francisco, CA 94132",37.7300628,-122.4788411
1100,Bottlebank,735 7th Ave,San Francisco,94118,06075,(833) 732-6885,"735 7th Ave San Francisco, CA 94118",37.7745526,-122.4653886
1101,Bottlebank,2350 Noriega St.,San Francisco,94122,06075,(833) 732-6885,"2350 Noriega St. San Francisco, CA 94122",37.7542109,-122.4886485
1102,Bottlebank,15 Marina Blvd.,San Francisco,94123,06075,(833) 732-6885,"15 Marina Blvd. San Francisco, CA 94123",37.8043948,-122.4328779
1103,Bottlebank,690 Stanyan St.,San Francisco,94117,06075,(833) 732-6885,"690 Stanyan St. San Francisco, CA 94117",37.7696380,-122.4528278
1104,Bottlebank,625 Monterey Blvd.,San Francisco,94127,06075,(833) 732-6885,"625 Monterey Blvd. San Francisco, CA 94127",37.7312905,-122.4501739
1105,Bottlebank,1200 Irving St.,San Francisco,94122,06075,(833) 732-6885,"1200 Irving St. San Francisco, CA 94122",37.7641418,-122.4711730
